"filename", "language", "JSON", "JavaScript", "HTML", "Markdown", "JavaScript JSX", "PostCSS", "JSON with Comments", "XML", "comment", "blank", "total"
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\CodeIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\CopyIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\CrownIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\DownloadIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\EyeIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\EyeOffIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\FileArchiveIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\FileSpreadsheetIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\FileTextIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 4, 2, 26
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\FileTypeIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\FolderIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\IdCardIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\ImageIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 20
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\InfoIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\ItalicIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\ListChecksIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\LogOutIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\MailIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\MapPinIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\MoonIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\MoreHorizontalIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\MoreVerticalIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\MusicIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PencilIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PercentIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PhoneIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PinIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PlayIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PlusIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\PresentationIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\RotateCwIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\RulerIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"d:\Matteo\Desktop\Progetti\scaletta\src\components\icons\SendIcon.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
